SITE_HISTORY_ID,SITE_OLD_ID,SITE_NAME,SITE_PREVIOUS_NAME,SITE_BASIN,SITE_LOCATION,SITE_RIVMILE,SITE_HUC8,SITE_RIB_ID,SITE_STATION,SITE_DESC,SITE_LATITUDE,SITE_LONGITUDE,SITE_CITY_TOWN,SITE_COUNTY,SITE_FIPS_CDE,SITE_DEC_REGION,SITE_NHD_REACHCODE,SITE_NHD_M_VALUE,SITE_PWL_ID,SITE_WATERSHED_ID_NUM,SITE_WQ_STANDARD,SITE_ECO_REGION,SITE_HABITAT_TYPE,SITE_SITE_CONDITION,SITE_DRAINAGE,SITE_NTL_ELEVATION_DATASET_10
10-RICH-0.8,NA,Richelieu River,NA,10,RICH,0.8,4150409,10010001,NA,off lake st.,44.98889,-73.36389,Champlain,Clinton,19,5,4.15E+12,NA,NA,NA,AA,7,NA,NA,NA,31.06552
10-RICH-1.6,773,Richelieu River,NA,10,RICH,1.6,4150409,10010001E,1,100 m south of us 2 bridge.,44.99917,-73.34917,Champlain,Clinton,19,5,4.15E+12,NA,NA,NA,AA,7,NA,NA,NA,28.865
10-RICH_T1-0.5,NA,Unnamed Tributary To Richelieu River,NA,10,RICH_T1,0.5,4150409,NA,NA,at bridge on sr 9b (us 11).,45.002638,-73.36772,Champlain,Clinton,19,5,4.15E+12,NA,1002-0023,C-  1 thru 2 (selected),D,7,NA,NA,NA,32.06214
10-RILE-0.5,2853,Riley Brook,NA,10,RILE,0.5,4150408,NA,1,cr 22.,44.808,-73.39899,Beekmantown,Clinton,19,5,NA,NA,1001-0018,C-  5 thru 13,D,7,NA,NA,NA,30.58046
10-RILY-1.6,2829,Riley Brook,NA,10,RILY,1.6,4150408,NA,1,off 9n at end of bull rock rd. past gate. across rd.,43.825,-73.49337,Ticonderoga,Essex,31,5,NA,NA,1006-0017,C-101,C(T),8,NA,NA,NA,181.3626
10-ROCY-0.1,1895,Rocky Branch Brook,NA,10,ROCY,0.1,4150404,NA,1,30 m above hazen rd.,44.371,-73.71638,Jay,Essex,31,5,NA,NA,1004-0073,C- 25-27- 9,C(T),8,NA,NA,NA,193.2036
10-RORB-0.1,1979,Roaring Brook,NA,10,RORB,0.1,4150404,NA,1,greg benham prop off cr21. near sabl 2a.,44.27555,-73.93693,North Elba,Essex,31,5,NA,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,504.8276
10-RORE-2.3,40969967,Roaring Brook,NA,10,RORE,2.3,4150408,NA,2,end of john denton rd. (approx. 1.85 mi). past gated rd. small hike.,44.174475,-73.65014,Elizabethtown,Essex,31,5,NA,NA,1004-0081,C- 48,C(T),8,NA,NA,NA,387.4034
10-RORE-4.7,2868,Roaring Brook,RORE- 01 (pre-2014),10,RORE,4.7,4150408,NA,1,hike 5 miles on giant mtn trail from rte 9n.,44.17349,-73.69146,Elizabethtown,Essex,31,5,NA,NA,1004-0081,C- 48,C(T),8,NA,NA,NA,667.4997
10-ROUT-1.3,2861,Rush Pond Outlet,UGLN-01 (pre-2017),10,ROUT,1.3,4150401,NA,1,sr 9.,43.34988,-73.69271,Queensbury,Warren,113,5,NA,NA,1005-0045,C-134- 4-19-19,AA,8,NA,NA,NA,122.4321
10-SABL-13.1,2834,Ausable River,NA,10,SABL,13.1,4150404,NA,12A,otter slide.,44.48221,-73.55639,Ausable,Clinton,19,5,NA,NA,1004-0020,C- 25,C,8,NA,NA,NA,129.878
10-SABL-14.6,NA,Ausable River,NA,10,SABL,14.6,4150404,NA,NA,bridge on lower rd.,44.464375,-73.575255,Clintonville,Clinton,19,5,4.15E+12,NA,1004-0020,C- 25,C,8,NA,NA,NA,129.878
10-SABL-14.7,805,Ausable River,NA,10,SABL,14.7,4150404,NA,12,10 m above bridge off lower rd.,44.465,-73.575,Ausable,Clinton,19,5,NA,NA,1004-0020,C- 25,C,8,NA,NA,NA,142.3714
10-SABL-19.3,2835,Ausable River,NA,10,SABL,19.3,4150404,NA,11,rt 9n.,44.44932,-73.65453,Black Brook,Clinton,19,5,NA,NA,1004-0020,C-25,C,8,NA,NA,NA,158.3686
10-SABL-2.2,806,Ausable River,NA,10,SABL,2.2,4150404,10041102,13,100 m above rt. 9 bridge.,44.55889,-73.44917,Peru,Clinton,19,5,NA,NA,1004-0015,C- 25,C(T),7,NA,NA,NA,28.858
10-SABL-7.6,NA,Ausable River,NA,10,SABL,7.6,4150404,NA,NA,downstream of main st. bridge in keeseville.,44.504102,-73.481615,Chesterfield,Essex,31,5,4.15E+12,NA,1004-0020,C- 25,C,7,NA,NA,NA,121.8456
10-SABL_E-0.4,324,East Branch Ausable River,ESAB-11 (pre-2017),10,SABL_E,0.4,4150404,NA,11,200 m below co. rt. 9r bridge.,44.43778,-73.67805,Jay,Essex,31,5,NA,NA,1004-0014,C- 25-27,B(T),8,NA,NA,NA,159.9022
10-SABL_E-1.9,2837,East Branch Ausable River,ESAB-10 (pre-2017),10,SABL_E,1.9,4150404,NA,10,off rt 9.,44.41817,-73.67925,Jay,Essex,31,5,NA,NA,1004-0014,C- 25-27,C(T),8,NA,NA,NA,171.0004
10-SABL_E-13.5,NA,East Branch Ausable River,NA,10,SABL_E,13.5,4150404,NA,NA,east branch bend. 550 m off sr 9n.,44.298624,-73.79453,Keene,Essex,31,5,4.15E+12,NA,1004-0071,C- 25-27,C(T),8,NA,NA,NA,221.5458
10-SABL_E-17.2,323,East Branch Ausable River,ESAB-05 (pre-2017),10,SABL_E,17.2,4150404,10042516,5,150 m above rt. 73 bridge.,44.25583,-73.79511,Keene,Essex,31,5,NA,NA,1004-0071,C- 25-27,AA,8,NA,NA,NA,243.3516
10-SABL_E-20.9,2828,East Branch Ausable River,ESAB-04A (pre-2017),10,SABL_E,20.9,4150404,NA,04A,across from marcy field.,44.22129,-73.78608,Keene,Essex,31,5,NA,NA,1004-0071,C- 25-27,AA,8,NA,NA,NA,289.998
10-SABL_E-22.9,NA,East Branch Ausable River,NA,10,SABL_E,22.9,4150404,NA,NA,behind noonmark diner.,44.188551,-73.78397,Keene,Essex,31,5,4.15E+12,NA,1004-0072,C- 25-27,AA,8,NA,NA,NA,303.7776
10-SABL_E-23.3,322,East Branch Ausable River,ESAB-04 (pre-2017),10,SABL_E,23.3,4150404,NA,4,20 m above barclay rd. bridge.,44.19417,-73.78554,Keene,Essex,31,5,NA,NA,1004-0072,C- 25-27,AA,8,NA,NA,NA,300.093
10-SABL_E-25.8,2848,East Branch Ausable River,ESAB-03 (pre-2017),10,SABL_E,25.8,4150404,NA,3,sr 73.,44.1634,-73.7784,Keene,Essex,31,5,NA,NA,1004-0072,C- 25-27,AA,8,NA,NA,NA,327.6429
10-SABL_E-5.8,NA,East Branch Ausable River,NA,10,SABL_E,5.8,4150404,NA,NA,off john fountain rd.,44.377233,-73.71493,Jay,Essex,31,5,4.15E+12,NA,1004-0014,C- 25-27,C(T),8,NA,NA,NA,180.1793
10-SABL_E-7.6,NA,East Branch Ausable River,NA,10,SABL_E,7.6,4150404,NA,NA,access off howard heights lane; near confluence with otis brook.,44.366064,-73.73314,Jay,Essex,31,5,4.15E+12,NA,1004-0014,C- 25-27,C(T),8,NA,NA,NA,189.7021
10-SABL_E_T18-0.1,NA,Unnamed Tributary To East Branch Ausable River,NA,10,SABL_E_T18,0.1,4150404,NA,NA,upstream of sr 9n.,44.320855,-73.77846,Jay,Essex,31,5,4.15E+12,NA,1004-0071,C- 25-27,C(T),8,NA,NA,NA,219.6061
10-SABL_W-0.2,804,West Branch Ausable River,SABL-11A (pre-2017),10,SABL_W,0.2,4150404,NA,11A,100 m below rt. 9n bridge.,44.44139,-73.67693,Black Brook,Clinton,19,5,NA,NA,1004-0042,C- 25-26,C,8,NA,NA,NA,159.891
10-SABL_W-0.3,2836,West Branch Ausable River,SABL-10 (pre-2017),10,SABL_W,0.3,4150404,NA,10,hike in from saw mill rd.,44.4422,-73.68049,Black Brook,Clinton,19,5,NA,NA,1004-0042,C- 25-26,C,8,NA,NA,NA,169.591
10-SABL_W-10.3,NA,West Branch Ausable River,NA,10,SABL_W,10.3,4150404,NA,NA,above sr 86 bridge. river sample 6; low salt.,44.388731,-73.8178,Wilmington,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,B(T),8,NA,NA,NA,290.7231
10-SABL_W-12.9,802,West Branch Ausable River,SABL-07 (pre-2017),10,SABL_W,12.9,4150404,NA,7,above rte. 86 bridge at the flume fall.,44.365,-73.84389,Wilmington,Essex,31,5,NA,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,329.791
10-SABL_W-14.2,801,West Branch Ausable River,SABL-06 (pre-2017),10,SABL_W,14.2,4150404,NA,6,150 m above bridge off rte. 86.,44.35139,-73.86222,Wilmington,Essex,31,5,NA,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,372.8059
10-SABL_W-15.1,NA,West Branch Ausable River,NA,10,SABL_W,15.1,4150404,NA,NA,100 m north of sr 86. river sample 4; low salt.,44.347661,-73.878711,Wilmington,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,429.532
10-SABL_W-16.8,800,West Branch Ausable River,SABL-05 (pre-2017),10,SABL_W,16.8,4150404,NA,5,opposite winch pond trailhead; rte. 86.,44.33389,-73.90221,North Elba,Essex,31,5,NA,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,469.5454
10-SABL_W-17.8,799,West Branch Ausable River,SABL-04 (pre-2017),10,SABL_W,17.8,4150404,NA,4,rt 86. 100 m above owen pond outlet confluence.,44.32222,-73.9136,North Elba,Essex,31,5,NA,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,484.776
10-SABL_W-18.6,NA,West Branch Ausable River. River Smpl 3; Abrasive,NA,10,SABL_W,18.6,4150404,NA,NA,west off sr 86.,44.312591,-73.91477,North Elba,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,492.3171
10-SABL_W-20.7,798,West Branch Ausable River,SABL-03 (pre-2017),10,SABL_W,20.7,4150404,NA,3,intersection of rte. 86 and riverside drive. 100 m above bridge.,44.29944,-73.93027,North Elba,Essex,31,5,NA,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,490.532
10-SABL_W-23.0,1904,West Branch Ausable River,SABL-02A (pre-2017),10,SABL_W,23,4150404,NA,02A,just above roaring bk. greg benham prop off cr21.,44.27611,-73.93776,North Elba,Essex,31,5,NA,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,499.932
10-SABL_W-24.0,797,West Branch Ausable River,SABL-02 (pre-2017),10,SABL_W,24,4150404,NA,2,riverside dr 1/4 mi. blw brig below chubb r conflu.,44.2675,-73.94972,North Elba,Essex,31,5,NA,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,500.1326
10-SABL_W-25.6,796,West Branch Ausable River,SABL-01 (pre-2017),10,SABL_W,25.6,4150404,10042126,1,50 m below rte. 73 bridge at olympic ski jump.,44.25722,-73.9625,North Elba,Essex,31,5,NA,NA,1004-0056,C- 25-26,C(T),8,NA,NA,NA,510.635
10-SABL_W-8.0,803,West Branch Ausable River,SABL-08 (pre-2017),10,SABL_W,8,4150404,NA,8,50 m above haselton bridge.,44.404,-73.783,Wilmington,Essex,31,5,NA,NA,1004-0042,C- 25-26,C(T),8,NA,NA,NA,260.1174
10-SABL_W-9.9,NA,West Branch Ausable River,NA,10,SABL_W,9.9,4150404,NA,NA,mainstem; low salt; ds of dam; catches whole area.,44.38873,-73.8178,Wilmington,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,B(T),8,NA,NA,NA,290.7231
10-SABL_W_T13-0.1,NA,Unnamed Tributary To West Branch Ausable River,NA,10,SABL_W_T13,0.1,4150404,NA,NA,downstream of sr 86. reduce salt stream 2; ds.,44.382641,-73.82927,Wilmington,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,308.1243
10-SABL_W_T13-0.2,NA,Unnamed Tributary To West Branch Ausable River,NA,10,SABL_W_T13,0.2,4150404,NA,NA,upstream of sr 86.reduce salt stream 2; us.,44.383231,-73.83041,Wilmington,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,314.2229
10-SABL_W_T14-0.2,NA,Unnamed Tributary To West Branch Ausable River,NA,10,SABL_W_T14,0.2,4150404,NA,NA,downstream of sr 86. reduce salt stream 1; ds.,44.372134,-73.83521,Wilmington,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,308.3895
10-SABL_W_T14-0.3,NA,Unnamed Tributary To West Branch Ausable River,NA,10,SABL_W_T14,0.3,4150404,NA,NA,upstream of sr 86. reduce salt stream 1; us.,44.372709,-73.836691,Wilmington,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,315.5972
10-SABL_W_T26-0.1,NA,Unnamed Tributary To West Branch Ausable River,NA,10,SABL_W_T26,0.1,4150404,NA,NA,downstream of sr 86. abrasive stream 2; ds.,44.312151,-73.914701,North Elba,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,491.9391
10-SABL_W_T26-0.2,NA,Unnamed Tributary To West Branch Ausable River,NA,10,SABL_W_T26,0.2,4150404,NA,NA,upstream of sr 86.abrasive stream 2; us.,44.312082,-73.914339,North Elba,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,495.3361
10-SABL_W_T27-0.1,NA,Unnamed Tributary To West Branch Ausable River,NA,10,SABL_W_T27,0.1,4150404,NA,NA,downstream of sr 86. abrasive stream 1; ds.,44.304024,-73.92061,North Elba,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,494.8372
10-SABL_W_T27-0.2,NA,Unnamed Tributary To West Branch Ausable River,NA,10,SABL_W_T27,0.2,4150404,NA,NA,upstream of sr 86. abrasive stream 1; us.,44.302894,-73.920409,North Elba,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,503.7415
10-SAMN-16.2,1874,Salmon River,SAMN A ([re-2014),10,SAMN,16.2,4150408,NA,A,50 m below westcott rd.,44.60094,-73.66999,Peru,Clinton,19,5,NA,NA,1004-0047,C- 21,C(T),8,NA,NA,NA,207.3161
10-SAMN-18.1,40969968,Salmon River,SAMN-00 (pre-2013),10,SAMN,18.1,4150408,NA,0,cr 33. peasleeville rd.,44.589022,-73.69958,Peru,Clinton,19,5,NA,NA,1004-0047,C- 21,C(T),8,NA,NA,NA,235.5141
10-SAMN-4.2,817,Salmon River,SAMN 01 (pre-2014),10,SAMN,4.2,4150408,NA,1,50 m above salmon river rd. bridge.,44.64056,-73.49499,Plattsburgh,Clinton,19,5,NA,NA,1004-0010,C- 21,C(T),7,NA,NA,NA,67.79357
10-SANB_T2-1.0,1896,Unnamed Tributary To Sandburn Brook,SANB-01 (pre-2017),10,SANB_T2,1,4150406,NA,1,down dirt water dept. rd. off akey rd. 5 m above br.,44.7388,-73.60869,Beekmantown,Clinton,19,5,NA,NA,1003-0051,C- 15- 5. 5-3,A,8,NA,NA,NA,276.7015
10-SARA-0.3,NA,Saranac River,10-SARA-0.4(pre-2021); RIBS Routine sampling location since 2021.,10,SARA,0.3,4150406,NA,NA,Pedestrain bridge off Green St.,44.697538,‐73.450850,Plattsburgh,Clinton,19,5,4.15E+12,NA,1003-0049,C- 15 (portion 1),CT,7,NA,NA,NA,28.87502
10-SARA-0.4,NA,Saranac River,NA,10,SARA,0.4,4150406,NA,NA,bridge street bridge.,44.697527,-73.450895,Plattsburgh,Clinton,19,5,4.15E+12,NA,1003-0049,C- 15 (portion 1),CT,7,NA,NA,NA,28.87502
10-SARA-0.9,830,Saranac River,SARA 06A (pre-2014),10,SARA,0.9,4150406,10031001,06A,saranac st. bridge.,44.69194,-73.45332,Plattsburgh,Clinton,19,5,NA,NA,1003-0049,C- 15 (portion 1),C(T),7,NA,NA,NA,33.375
10-SARA-1.5,829,Saranac River,SARA 06 (pre-2014),10,SARA,1.5,4150406,NA,6,at south catherine st. bridge.,44.68778,-73.45805,Plattsburgh,Clinton,19,5,NA,NA,1003-0049,C- 15 (portion 1),C(T),7,NA,NA,NA,39.37553
10-SARA-10.6,2844,Saranac River,SARA 05A (pre-2014),10,SARA,10.6,4150406,NA,05A,kent falls rd.,44.7027,-73.58073,Schuyler Falls,Clinton,19,5,NA,NA,1003-0049,C- 15 (portion 1),C(T),8,NA,NA,NA,115.687
10-SARA-21.8,827,Saranac River,SARA 04 (pre-2014),10,SARA,21.8,4150406,NA,4,20 m below hardscrabble rd. bridge.,44.64778,-73.74693,Saranac,Clinton,19,5,NA,NA,1003-0021,C- 15 (portion 3),C,8,NA,NA,NA,225.416
10-SARA-23.6,40969969,Saranac River,NA,10,SARA,23.6,4150406,NA,04A,off sr 3.,44.638003,-73.75594,Saranac,Clinton,19,5,NA,NA,1003-0021,C- 15 (portion 3),C(T),8,NA,NA,NA,232.8521
10-SARA-34.1,2833,Saranac River,SARA 03A (pre-2014),10,SARA,34.1,4150406,NA,03A,silver lake rd.,44.5452,-73.86999,Black Brook,Clinton,19,5,NA,NA,1003-0021,C- 15 (portion 3),C(T),8,NA,NA,NA,397.44
10-SARA-46.3,825,Saranac River,SARA 02 (pre-2014),10,SARA,46.3,4150406,NA,2,1.8 miles east of moose pond rd.; off river rd.,44.40139,-74.03527,St Armand,Essex,31,5,NA,NA,1003-0044,C- 15 (portion 6),C,8,NA,NA,NA,450.0669
10-SARA-48.1,2859,Saranac River,SARA 02A (pre-2014),10,SARA,48.1,4150406,NA,02A,off moose pd rd.,44.39489,-74.05654,St Armand,Essex,31,5,NA,NA,1003-0044,C- 15 (portion 6),C,8,NA,NA,NA,451.9416
10-SARA-54.7,824,Saranac River,SARA 01 (pre-2014),10,SARA,54.7,4150406,NA,1,20 m below pine st. bridge.,44.33222,-74.12499,St Armand,Essex,31,5,NA,NA,1003-0044,C- 15 (portion 6),C,8,NA,NA,NA,459.741
10-SARA-8.5,828,Saranac River,SARA 05 (pre-2014),10,SARA,8.5,4150406,NA,5,off banker rd. near apartment complex.,44.69667,-73.55278,Plattsburgh,Clinton,19,5,NA,NA,1003-0049,C-15 (portion 1),C,7,NA,NA,NA,100.5956
10-SARA_T19-0.1,2832,Unnamed Tributary To Saranac River,UMUD-01 (pre-2017),10,SARA_T19,0.1,4150406,NA,1,sr 3.,44.61015,-73.79464,Saranac,Clinton,19,5,NA,NA,1003-0117,C- 15-19,C(T),8,NA,NA,NA,321.4286
10-SARA_T57-0.2,42675044,Unnamed Tributary To Saranac River,SARA-T (pre-2017),10,SARA_T57,0.2,4150406,NA,T,river st-special request by citizens.,44.323227,-74.12111,North Elba,Essex,31,5,NA,NA,NA,C-15,A(T),8,NA,NA,NA,469.25
10-SARS-0.1,2849,Unnamed Tributary To Lake Clear,NA,10,SARS,0.1,4150406,NA,1,sr 30.,44.38182,-74.23687,Harrietstown,Franklin,33,5,NA,NA,1003-0087,C- 15-P114- 1 thru 15,AA(T),8,NA,NA,NA,493.558
10-SBBK-0.5,42675077,South Branch Brook,NA,10,SBBK,0.5,4150408,NA,0.5,1000 m upstream from the branch brook crossing at rte. 9n; south fork of stream.,44.2067,-73.68389,Elizabethtown,Essex,31,5,NA,NA,1004-0040,C- 48-34,AA(T),8,NA,NA,NA,430.8698
10-SENT-0.1,NA,Sentinel Brook,NA,10,SENT,0.1,4150404,NA,NA,reduced salt; ds of rd.,44.34922,-73.86702,Wilmington,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,395.6997
10-SENT-0.3,NA,Sentinel Brook,NA,10,SENT,0.3,4150404,NA,NA,reduced salt; upstream of rd.,44.34693,-73.869134,Wilmington,Essex,31,5,4.15E+12,NA,1004-0013,C- 25-26,C(T),8,NA,NA,NA,429.0938
10-SHDD-0.2,NA,Shedden Brook,NA,10,SHDD,0.2,4150408,NA,NA,at letson rd.,44.954107,-73.56396,Mooers,Clinton,19,5,4.15E+12,NA,1002-0011,C-  3- 1 thru 22 (selected),D,7,NA,NA,NA,70.06596
10-SILE-1.8,1897,Silver Stream,NA,10,SILE,1.8,4150408,NA,1,nelson rd. at culvert.,44.62056,-73.47583,Peru,Clinton,19,5,NA,NA,1004-0019,C- 16 thru 56 (selected),D,7,NA,NA,NA,45.85353
10-SMIB-0.5,1898,Smith Brook,NA,10,SMIB,0.5,4150408,NA,1,10 m above rt 9. south of diamond pt rd.,43.482507,-73.694585,Lake George,Warren,113,5,NA,NA,1006-0004,C-101-P367-42 thru 48,AA-S,8,NA,NA,NA,155.2389
10-SMOW-1.4,2862,South Meadow Brook,NA,10,SMOW,1.4,4150404,NA,1,hike in from adk loj trail head.,44.19959,-73.91331,North Elba,Essex,31,5,NA,NA,1004-0056,C- 25-26,C(T),8,NA,NA,NA,634.4175
10-SMPL-0.3,2846,Sample Brook,NA,10,SMPL,0.3,4150408,NA,1,off monty rd.,44.91294,-73.66567,Mooers,Clinton,19,5,NA,NA,1002-0017,C-  3 (portion 3),C,7,NA,NA,NA,158.283
10-SOUL-1.0,NA,South Inlet To Chazy Lake,NA,10,SOUL,1,4150408,NA,NA,chazy lake rd.,44.70483,-73.819709,Saranac,Clinton,19,5,4.15E+12,NA,1002-0021,C-  3-P20-,AA(T),8,NA,NA,NA,475.2429
10-SPEC-0.2,432,Spectacle Brook,HOPE-01 (pre-2017),10,SPEC,0.2,4150408,NA,1,20 m below co. rt. 16 bridge.,43.523613,-73.50909,Fort Ann,Washington,115,5,NA,NA,1005-0033,C-128,C(T),8,NA,NA,NA,46.08231
10-SPRU-0.7,906,Spruce Mill Brook,SPRU 01 (pre-2014),10,SPRU,0.7,4150408,NA,1,100 m below co. rt. 12 culvert.,44.30556,-73.4886,Lewis,Essex,31,5,NA,NA,1004-0079,C- 48- 6-10,C(T),8,NA,NA,NA,105.7631
10-SPRU-14.6,40969971,Spruce Mill Brook,SPRU-00 (pre-2013),10,SPRU,14.6,4150408,NA,0,on luke glen rd. (aka wells hill rd).,44.277789,-73.67225,Lewis,Essex,31,5,NA,NA,1004-0080,C- 48- 6-10,AA(T),8,NA,NA,NA,706.9056
10-SPRU-6.8,40969972,Spruce Mill Brook,SPRU-01A (pre-2013),10,SPRU,6.8,4150408,NA,01A,cr 10. lewis wadhams rd. site is about 350 m upstream of rd.,44.267737,-73.55074,Lewis,Essex,31,5,NA,NA,1004-0079,C- 48- 6-10,C(T),8,NA,NA,NA,156.357
10-STIW-3.9,1899,Stillwater Brook,NA,10,STIW,3.9,4150408,NA,1,25 m above rand hill rd. bridge.,44.82528,-73.68139,Altona,Clinton,19,5,NA,NA,1002-0020,C-  3-35,C(T),8,NA,NA,NA,323.8049
10-STYL-3.6,2838,Styles Brook,NA,10,STYL,3.6,4150404,NA,1,morrison rd.,44.30145,-73.72594,Keene,Essex,31,5,NA,NA,1004-0071,C- 25-27,AA(T),8,NA,NA,NA,463.595
10-THAD-1.6,40969975,Unnamed Tributary To Hadlock Pond,NA,10,THAD,1.6,4150401,NA,1,river crosses lake nebo rd.,43.455837,-73.56182,Fort Ann,Washington,115,5,NA,NA,1005-0039,C-134- 4-19- 8,AA(T),8,NA,NA,NA,233.949
10-THAF-2.6,40969976,Unnamed Tributary To Hadlock Pond,NA,10,THAF,2.6,4150401,NA,1,sr 149. north of bridge.,43.405575,-73.57749,Fort Ann,Washington,115,5,NA,NA,1005-0064,C-134- 4-19- 8,AA(T),7,NA,NA,NA,125.4499
10-TRAE-4.5,NA,Tracy Brook,NA,10,TRAE,4.5,4150408,NA,NA,access through farm off clark st.,44.855734,-73.489449,Chazy,Clinton,19,5,4.15E+12,NA,1002-0003,C-  4,D,7,NA,NA,NA,66.07696
10-TROK-0.1,1901,Trout Brook,NA,10,TROK,0.1,4150408,NA,1,lord howe st. under bridge at confl w/lachute.,43.84444,-73.43306,Ticonderoga,Essex,31,5,NA,NA,1006-0017,C-101,C(T),7,NA,NA,NA,54.637
10-TRUB-0.7,1902,True Brook,NA,10,TRUB,0.7,4150406,NA,1,100 m above true brook rd.,44.63722,-73.77028,Saranac,Clinton,19,5,NA,NA,1003-0055,C- 15-18,C(T),8,NA,NA,NA,264.3364
10-TWOB-1.3,1900,Twobridge Creek,SUMN-01 (pre-2017),10,TWOB,1.3,4150406,10032101,1,40 m above rte 3.,44.40855,-74.08426,St Armand,Essex,31,5,NA,NA,1003-0070,C- 15-51,C(T),8,NA,NA,NA,469.6424
10-TWOB-3.6,42674442,Twobridge Brook,NA,10,TWOB,3.6,4150406,NA,23,20 m above cr 55.,44.4123,-74.1113,Franklin,Franklin,33,5,NA,NA,1003-0070,C- 15-51,C(T),8,NA,NA,NA,474.951
10-TWOB-3.7,1903,Twobridge Creek,NA,10,TWOB,3.7,4150406,NA,1,20 m above cr 55.,44.41222,-74.11166,Franklin,Franklin,33,5,NA,NA,1003-0070,C- 15-51,C(T),8,NA,NA,NA,474.951
10-URIL-0.4,2855,Riley Brook,NA,10,URIL,0.4,4150408,NA,1,irish settlement rd.,44.65213,-73.52215,Schuyler Falls,Clinton,19,5,NA,NA,1004-0010,C- 21,C(T),7,NA,NA,NA,82.187
10-URIL_T2-1.0,40969983,Unnamed Tributary To Riley Brook,URIL-T (pre-2017),10,URIL_T2,1,4150408,NA,T,sr 22b; south of julia lane.,44.684762,-73.57384,Schuyler Falls,Clinton,19,5,NA,NA,1004-0098,C- 21- 2,C(T),8,NA,NA,NA,130.7863
10-WESB-1.4,2827,West Brook,NA,10,WESB,1.4,4150406,NA,1,hike in on logging rd.,44.59305,-73.9868,Franklin,Franklin,33,5,NA,NA,1003-0038,C- 15-22,C(T),8,NA,NA,NA,462.2625
10-WHIF-1.6,2863,Whiteface Brook,NA,10,WHIF,1.6,4150404,NA,1,back side of whiteface mt. boated lake placid to get there.,44.35201,-73.92366,Wilmington,Essex,31,5,NA,NA,1004-0069,C- 25-26-35-5-P254-,AA-S,8,NA,NA,NA,744.5953
10-WSBR-0.2,1124,West Brook,NA,10,WSBR,0.2,4150408,10063101,3,30 m below foot bridge; opposite action park.,43.41833,-73.71083,Lake George,Warren,113,5,NA,NA,1006-0008,C-101-P367-32 thru 41,AA-S,8,NA,NA,NA,100.9373
10-WSBR-0.5,1306,West Brook,NA,10,WSBR,0.5,4150408,NA,2,gage rd.; 5 m above culvert.,43.4163,-73.717,Lake George,Warren,113,5,NA,NA,1006-0008,C-101-P367-32 thru 41,AA-S,8,NA,NA,NA,102.3372
10-WSBR-1.0,1305,West Brook,NA,10,WSBR,1,4150408,NA,1,off prospect hwy; 50 m below culvert.,43.41195,-73.725,Lake George,Warren,113,5,NA,NA,1006-0008,C-101-P367-32 thru 41,AA-S,8,NA,NA,NA,128.1355
11-ADKS_41-0.2,3186,Unnamed Tributary To Sacandaga River,NA,11,ADKS_41,0.2,2020002,NA,41,above cr 5.,43.39889,-74.30028,Wells,Hamilton,41,5,NA,NA,1104-0164,H-369-P276a-23a,AA,8,NA,NA,NA,318.6591
11-ADKS_43-0.1,3188,Unnamed Tributary To Piseco Lake Outlet,NA,11,ADKS_43,0.1,2020002,NA,43,g lake rd.,43.39861,-74.63611,Morehouse,Hamilton,41,5,NA,NA,1104-0159,H-369-20-23-P234-4-P239-1-1-1,C(T),8,NA,NA,NA,537.8553
11-ADKS_44-0.5,3189,Unnamed Tributary To Miami River,NA,11,ADKS_44,0.5,2020001,NA,44,sr 30.,43.62472,-74.40388,Lake Pleasant,Hamilton,41,5,NA,NA,1104-0060,H-461-P597-26-a,NA,8,NA,NA,NA,525.8854
